incident_characteristics,incident_id,date,state,city_or_county,address,n_killed,n_injured,latitude,location_description,longitude,n_guns_involved
"Shot - Dead (murder, accidental, suicide)",852861,2017-05-26,California,Roseville,Sunset Blvd W and Fiddyment Rd,1,0,38.8245,,-121.349,1.0
"Shot - Dead (murder, accidental, suicide)",853521,2017-05-26,California,Los Angeles,Gladys Ave,1,0,34.0385,,-118.244,1.0
"Shot - Dead (murder, accidental, suicide)",853215,2017-05-26,California,Arvin,300 block of Laurel Ave,1,0,35.2066,,-118.827,1.0
"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Officer Involved Incident||Officer Involved Shooting - subject/suspect/perpetrator shot||Officer Involved Shooting - subject/suspect/perpetrator killed||Armed robbery with injury/death and/or evidence of DGU found||Possession of gun by felon or prohibited person",853271,2017-05-26,California,Arcadia,N 1st Ave and E Colorado Blvd,1,1,34.1456,,-118.028,1.0
"Shot - Dead (murder, accidental, suicide)||Drive-by (car to street, car to car)||Gang involvement||Possession of gun by felon or prohibited person",853930,2017-05-27,California,Los Angeles,77th and Main street,2,0,,Florence Neighborhood,,1.0
"Shot - Dead (murder, accidental, suicide)",855099,2017-05-27,California,Upland,1300 block of E Foothill Blvd,1,0,34.1069,,-117.632,1.0
"Shot - Dead (murder, accidental, suicide)",855028,2017-05-28,California,Fresno,Backer and White avenue,1,0,36.7514,,-119.743,1.0
"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)",895244,2017-05-28,California,Bakersfield,1800 block of Isil Ave,1,1,35.3046,,-119.022,1.0
"Shot - Dead (murder, accidental, suicide)",873876,2017-05-28,California,Los Angeles,S Western Ave and W 60th Pl,1,0,33.9851,Chesterfield Square Shopping Area,-118.309,1.0
"Shot - Dead (murder, accidental, suicide)||Bar/club incident - in or around establishment",854031,2017-05-28,California,San Francisco,4234 Mission St,1,0,37.7297,La Oficina bar,-122.431,1.0
"Shot - Dead (murder, accidental, suicide)||Domestic Violence",855290,2017-05-28,California,Bakersfield,Valleyview Dr,1,0,35.3944,,-118.928,1.0
"Shot - Dead (murder, accidental, suicide)",854401,2017-05-28,California,Lamont,San Diego St and Kearney Ave,1,0,35.2549,,-118.919,1.0
"Shot - Dead (murder, accidental, suicide)",855238,2017-05-28,California,Hollister,Prune St and Park St,1,0,36.8435,,-121.399,1.0
"Shot - Dead (murder, accidental, suicide)||Officer Involved Incident||Officer Involved Shooting - subject/suspect/perpetrator killed",853803,2017-05-28,California,San Jose,148 E St John St,1,0,37.3392,Donner Lofts,-121.889,1.0
"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)",854642,2017-05-28,California,Los Angeles,4th Street and Vermont Avenue,1,1,34.0674,Koreatown,-118.292,1.0
"Shot - Dead (murder, accidental, suicide)||Drug involvement",854778,2017-05-28,California,Visalia,Buena Vista Ave and Zachary Ave,1,0,36.3461,,-119.319,1.0
"Shot - Dead (murder, accidental, suicide)||Officer Involved Incident||Officer Involved Shooting - subject/suspect/perpetrator killed||Officer Involved Shooting - subject/suspect/perpetrator unarmed",854584,2017-05-29,California,Vacaville,321 Nut Tree Rd,1,0,38.3638,Vacaville Premium Outlets,-121.951,1.0
"Shot - Dead (murder, accidental, suicide)",855030,2017-05-29,California,Fresno,Willow Avenue and Inyo Street,1,0,36.7378,,-119.727,1.0
"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)",855878,2017-05-29,California,Los Angeles,13700 block of Willowbrook Ave,1,1,33.9233,,-118.235,1.0
"Shot - Dead (murder, accidental, suicide)",856430,2017-05-30,California,Oakland,1300 block of 51st Ave,1,0,37.7679,,-122.209,1.0
"Shot - Dead (murder, accidental, suicide)||Domestic Violence",856736,2017-05-30,California,Hidden Valley Lake,Spyglass Dr,1,0,38.8003,,-122.564,1.0
"Shot - Dead (murder, accidental, suicide)||Officer Involved Incident||Officer Involved Incident - Weapon involved but no shots fired||Officer Involved Shooting - subject/suspect/perpetrator surrender at standoff",857309,2017-05-31,California,Antioch,2100 block of Lemontree Way,1,0,38.0042,,-121.822,1.0
"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Officer Involved Incident||Officer Involved Shooting - subject/suspect/perpetrator shot||Officer Involved Shooting - subject/suspect/perpetrator killed",856461,2017-05-31,California,Hesperia,13401 Main St,1,1,34.4266,Walmart,-117.369,1.0
"Shot - Dead (murder, accidental, suicide)||Drive-by (car to street, car to car)",863574,2017-05-31,California,Los Angeles,800 block of W 56th St,1,0,33.9914,Vermont-Slauson,-118.287,1.0
"Shot - Dead (murder, accidental, suicide)||Institution/Group/Business",858022,2017-06-01,California,Oceanside,300 The Strand North,1,0,33.1898,Pier Plaza Ampitheater,-117.38,1.0
"Shot - Dead (murder, accidental, suicide)",883011,2017-06-01,California,San Francisco,1800 block of 44th Ave,1,0,37.7531,,-122.503,1.0
"Shot - Dead (murder, accidental, suicide)||Gang involvement",871714,2017-06-01,California,Oceanside,200 The Strand N,1,0,33.194,Junior Seau Pier Amphitheatre,-117.384,1.0
"Shot - Dead (murder, accidental, suicide)||Institution/Group/Business||Armed robbery with injury/death and/or evidence of DGU found",858861,2017-06-02,California,Alhambra,2720 Valley Blvd,1,0,34.0764,Ambassador Inn,-118.153,1.0
"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Drive-by (car to street, car to car)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)||Gang involvement",858877,2017-06-02,California,Los Angeles,89th St and Broadway,1,3,33.9555,,-118.278,1.0
"Shot - Dead (murder, accidental, suicide)",858871,2017-06-02,California,Van Nuys,15715 Saticoy St,1,0,34.2085,,-118.475,1.0
"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)",858825,2017-06-02,California,Stockton,9000 block of West Lane,0,1,38.0314,,-121.295,1.0
"Shot - Dead (murder, accidental, suicide)||ShotSpotter",858030,2017-06-02,California,Oakland,1400 block of 85th Ave,2,0,37.7537,,-122.177,1.0
"Shot - Dead (murder, accidental, suicide)",859013,2017-06-03,California,Vallejo,400 block of Corcoran Ave,1,0,38.1484,,-122.249,1.0
"Shot - Dead (murder, accidental, suicide)||Suicide^",860273,2017-06-03,California,Bakersfield,700 block of S Brown St,1,0,35.3638,,-118.983,1.0
"Shot - Dead (murder, accidental, suicide)||Gang involvement||Drug involvement",859154,2017-06-03,California,Bakersfield,333 Union Avenue,1,0,35.3595,Family Dollar,-119.003,1.0
"Shot - Dead (murder, accidental, suicide)",860684,2017-06-04,California,Sacramento,24th St,1,0,38.5267,,-121.483,1.0
"Shot - Dead (murder, accidental, suicide)",859815,2017-06-04,California,Duarte,400 block of Shrode Avenue,1,0,34.1227,,-117.998,1.0
"Shot - Dead (murder, accidental, suicide)||Officer Involved Incident||Officer Involved Shooting - subject/suspect/perpetrator killed",859828,2017-06-04,California,Campo,2516 Gladiola Drive,1,0,32.6841,,-116.513,1.0
"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)",860379,2017-06-04,California,Lancaster,1100 block of Cambridge Ct,1,1,34.6682,,-118.111,1.0
"Shot - Dead (murder, accidental, suicide)",859834,2017-06-04,California,Oakland,1600 block of Linden St,1,0,37.8106,,-122.283,1.0
"Shot - Dead (murder, accidental, suicide)",859832,2017-06-04,California,Oakland,2300 block of E 15th St,1,0,37.7842,,-122.235,1.0
"Shot - Dead (murder, accidental, suicide)",875245,2017-06-05,California,Sacramento,9th St and L St,1,0,38.5785,,-121.496,1.0
"Shot - Dead (murder, accidental, suicide)||Suicide^",860367,2017-06-05,California,Sacramento,9th St,1,0,38.5751,,-121.497,1.0
"Shot - Dead (murder, accidental, suicide)",860511,2017-06-05,California,Stockton,Lebaron Dr and Davis Rd,1,0,38.0453,,-121.332,1.0
"Shot - Dead (murder, accidental, suicide)",859989,2017-06-05,California,Oceanside,4700 block of Calle Estrella,1,0,33.2461,,-117.309,1.0
"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)",862481,2017-06-06,California,San Bernardino,1400 block of N Grand St,1,1,34.1257,,-117.336,1.0
"Shot - Dead (murder, accidental, suicide)||Officer Involved Incident||Officer Involved Shooting - subject/suspect/perpetrator killed||Officer Involved Shooting - subject/suspect/perpetrator unarmed||Shootout (where VENN diagram of shooters and victims overlap)",862018,2017-06-06,California,Wilmington,Wilmington Blvd and Pacific Coast Hwy,1,0,33.7905,,-118.275,3.0
"Shot - Dead (murder, accidental, suicide)||Gang involvement",860790,2017-06-06,California,Wilmington,900 block of West I St,1,0,33.7808,,-118.273,1.0
"Shot - Dead (murder, accidental, suicide)",861422,2017-06-06,California,Los Angeles,1800 block of North Johnston Street,1,0,34.0645,Lincoln Heights,-118.21,1.0
"Shot - Dead (murder, accidental, suicide)",871661,2017-06-06,California,Wilmington,1109 N Wilmington Blvd,1,0,33.7846,,-118.275,1.0
"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Home Invasion||Home Invasion - Resident killed||Home Invasion - Resident injured||Home Invasion - subject/suspect/perpetrator killed||Defensive Use||Defensive Use - Crime occurs, victim shoots subject/suspect/perpetrator||Defensive Use - Stand Your Ground/Castle Doctrine established||Shootout (where VENN diagram of shooters and victims overlap)||Assault weapon (AR-15, AK-47, and ALL variants defined by law enforcement)",860715,2017-06-06,California,Fresno,5267 E Hammond Ave,3,1,36.7582,,-119.715,2.0
"Shot - Dead (murder, accidental, suicide)||Suicide^||Officer Involved Incident||Officer Involved Shooting - subject/suspect/perpetrator killed||Officer Involved Shooting - subject/suspect/perpetrator suicide at standoff",862052,2017-06-06,California,Davis,820 Pole Line Rd,1,0,38.5553,Davis Cemetery,-121.725,1.0
"Shot - Dead (murder, accidental, suicide)||Suicide^||Murder/Suicide",863116,2017-06-07,California,Nuevo (Lakeview),30700 block of Debbie Ln,2,0,33.825,,-117.122,1.0
"Shot - Dead (murder, accidental, suicide)",862498,2017-06-07,California,Salinas,140 Kern St,1,0,36.6823,Motel 6,-121.641,1.0
"Shot - Dead (murder, accidental, suicide)||Officer Involved Incident||Officer Involved Shooting - subject/suspect/perpetrator killed||Gang involvement",861850,2017-06-07,California,Fresno,300 W Dakota Ave,1,0,36.7866,,-119.815,3.0
"Shot - Dead (murder, accidental, suicide)||Officer Involved Incident||Officer Involved Shooting - subject/suspect/perpetrator killed||Domestic Violence",862609,2017-06-07,California,Long Beach,3043 Studebaker Rd and E Spring St,1,0,33.8104,,-118.099,2.0
"Shot - Dead (murder, accidental, suicide)",867829,2017-06-08,California,Fresno (county),Mountain View and Bethel Ave,1,0,36.5469,,-119.575,1.0
"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Bar/club incident - in or around establishment",862506,2017-06-08,California,Sunnyvale,919 E Duane Ave,1,1,37.3885,Knockout Sports Grill,-122.004,1.0
"Shot - Dead (murder, accidental, suicide)||Officer Involved Incident||Officer Involved Shooting - subject/suspect/perpetrator killed||Police Targeted||LOCKDOWN/ALERT ONLY: No GV Incident Occurred Onsite||Brandishing/flourishing/open carry/lost/found",863089,2017-06-08,California,Ridgecrest,400 block of W Haloid,1,0,35.6162,,-117.677,1.0
"Shot - Dead (murder, accidental, suicide)",863226,2017-06-08,California,Walnut Grove,Twin Cities Rd and River Rd,1,0,38.2666,,-121.528,1.0
"Shot - Dead (murder, accidental, suicide)",871656,2017-06-08,California,Los Angeles,1700 block of E Firestone Blvd,1,0,33.9599,Florence Firestone,-118.243,1.0
"Shot - Dead (murder, accidental, suicide)||Accidental Shooting||Accidental Shooting - Death||BB/Pellet/Replica gun",863950,2017-06-08,California,Antioch,4300 Block of Palomar Dr,1,0,37.9774,,-121.775,1.0
"Shot - Dead (murder, accidental, suicide)",864443,2017-06-09,California,Los Angeles (Boyle Heights),2862 Camulos Pl,1,0,34.0252,,-118.215,1.0
"Shot - Dead (murder, accidental, suicide)",873882,2017-06-09,California,Los Angeles,2854 Camulos Pl,1,0,34.0252,Boyle Heights,-118.215,1.0
"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)",863555,2017-06-09,California,Panorama City,14700 block of W Plummer St,1,1,34.2427,,-118.454,1.0
"Shot - Dead (murder, accidental, suicide)||Possession of gun by felon or prohibited person",864437,2017-06-09,California,Huron,Tornado Ave and Lassen Ave,1,0,36.1959,,-120.103,1.0
"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Institution/Group/Business||Gang involvement",864764,2017-06-10,California,San Diego,324 Horton Plaza,1,1,32.7141,Horton Plaza,-117.164,1.0
"Shot - Dead (murder, accidental, suicide)||Non-Aggression Incident||Accidental Shooting||Accidental Shooting - Death||Accidental/Negligent Discharge||Self-Inflicted (not suicide or suicide attempt - NO PERP)",864679,2017-06-10,California,Pacifica,700 block of Big Bend Drive,1,0,37.588,,-122.46,1.0
"Shot - Dead (murder, accidental, suicide)||Domestic Violence",865441,2017-06-10,California,Apple Valley,13300 block of Applewood Rd,1,0,34.4936,,-117.16,1.0
"Shot - Dead (murder, accidental, suicide)",871651,2017-06-10,California,Los Angeles,424 N Coronado St,1,0,34.0735,Westlake Village neighborhood,-118.272,1.0
"Shot - Dead (murder, accidental, suicide)",864468,2017-06-10,California,San Bernardino,600 block of W Evans St,1,0,34.1276,,-117.296,1.0
"Shot - Dead (murder, accidental, suicide)||Possession of gun by felon or prohibited person",865931,2017-06-11,California,Oakland,9500 block of Birch St,2,0,37.7491,,-122.166,1.0
"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Suicide^||Officer Involved Incident||Officer Involved Shooting - subject/suspect/perpetrator killed||Officer Involved Shooting - subject/suspect/perpetrator suicide at standoff||Domestic Violence",865504,2017-06-11,California,Bakersfield,3800 block of Hillburn Road,1,1,35.3796,,-118.944,1.0
"Shot - Dead (murder, accidental, suicide)",865572,2017-06-11,California,Oxnard,350 North C Street,1,0,34.2055,Wilson Park,-119.181,1.0
"Shot - Dead (murder, accidental, suicide)",864963,2017-06-11,California,Bakersfield,4200 block of Garnsey Lane,1,0,35.3641,,-119.049,1.0
"Shot - Dead (murder, accidental, suicide)||Suicide^",865856,2017-06-11,California,Anaheim,Broadway and East St,1,0,33.8359,,-117.902,1.0
"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Institution/Group/Business||Defensive Use||Defensive Use - Crime occurs, victim shoots subject/suspect/perpetrator||Defensive Use - Stand Your Ground/Castle Doctrine established||Shootout (where VENN diagram of shooters and victims overlap)||Armed robbery with injury/death and/or evidence of DGU found",866149,2017-06-12,California,Downey,8856 Rosecrans Ave,2,1,33.9033,First Class Car Audio,-118.144,4.0
"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)",866189,2017-06-12,California,Sacramento,5000 Block of J Parkway,1,1,38.6316,,-121.45,1.0
"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Drive-by (car to street, car to car)",865819,2017-06-12,California,Modesto,800 block of Sutter Avenue,1,1,37.6187,,-121.012,1.0
"Shot - Dead (murder, accidental, suicide)",865858,2017-06-12,California,Sacramento,3400 block of 33rd St,1,0,38.5437,,-121.471,1.0
"Shot - Dead (murder, accidental, suicide)||Officer Involved Incident||Officer Involved Shooting - subject/suspect/perpetrator killed||Domestic Violence",866164,2017-06-12,California,Selma,Huntsman Ave and Gaynor St,1,0,36.5719,,-119.618,1.0
"Shot - Dead (murder, accidental, suicide)",867148,2017-06-13,California,Moreno Valley,Cactus Ave and Oliver St,1,0,33.9101,,-117.183,1.0
"Shot - Dead (murder, accidental, suicide)||Suicide^",868607,2017-06-14,California,Lebec (Gorman),5 Freeway,1,0,34.8417,,-118.865,1.0
"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Suicide^||Murder/Suicide||Attempted Murder/Suicide (one variable unsuccessful)||Institution/Group/Business||Officer Involved Incident||Officer Involved Shooting - subject/suspect/perpetrator killed||Officer Involved Shooting - subject/suspect/perpetrator suicide at standoff||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)||Workplace shooting (disgruntled employee)||Stolen/Illegally owned gun{s} recovered during arrest/warrant||Assault weapon (AR-15, AK-47, and ALL variants defined by law enforcement)",866933,2017-06-14,California,San Francisco,720 San Bruno,4,2,37.7596,UPS,-122.405,2.0
"Shot - Dead (murder, accidental, suicide)||Institution/Group/Business||Armed robbery with injury/death and/or evidence of DGU found",867379,2017-06-14,California,Lake Elsinore,16331 Lakeshore Dr,1,0,33.6903,Circle K,-117.376,1.0
"Shot - Dead (murder, accidental, suicide)",871638,2017-06-14,California,Los Angeles (Broadway Manchester),10400 block S. Olive St,1,0,34.1002,,-118.043,1.0
"Shot - Dead (murder, accidental, suicide)",871636,2017-06-14,California,Maywood,3700 block E 56th St,1,0,33.9914,,-118.198,1.0
"Shot - Dead (murder, accidental, suicide)",870675,2017-06-15,California,Turlock,Lander and W Glenwood Ave,1,0,37.4721,,-120.849,1.0
"Shot - Dead (murder, accidental, suicide)",868840,2017-06-15,California,San Fernando,300 Grizwold Ave,1,0,34.283,,-118.435,1.0
"Shot - Dead (murder, accidental, suicide)",869323,2017-06-15,California,Los Angeles,8105 S Avalon Blvd,1,0,33.9655,,-118.265,1.0
"Shot - Dead (murder, accidental, suicide)||House party||Gang involvement",869494,2017-06-16,California,Pomona,500 Block of E McKinley Ave,1,0,34.072,,-117.745,1.0
"Shot - Dead (murder, accidental, suicide)||Officer Involved Incident||Officer Involved Shooting - subject/suspect/perpetrator killed||Possession of gun by felon or prohibited person",869259,2017-06-16,California,Antioch,2300 block of Manzanita Way,1,0,38.0028,,-121.824,1.0
"Shot - Dead (murder, accidental, suicide)||Officer Involved Incident||Officer Involved Shooting - subject/suspect/perpetrator killed",869284,2017-06-16,California,Madera,800 block of Wessmith Way,1,0,36.978,,-120.058,1.0
"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)",869374,2017-06-16,California,Sacramento,4143 23rd Ave,1,2,38.5322,Sam's Market,-121.458,1.0
"Shot - Dead (murder, accidental, suicide)||Institution/Group/Business",869498,2017-06-16,California,Pauma Valley,17128 CA 76,1,0,33.289,Jilberto's Taco Shop,-116.958,1.0
"Shot - Dead (murder, accidental, suicide)||Officer Involved Incident||Officer Involved Shooting - subject/suspect/perpetrator killed||Brandishing/flourishing/open carry/lost/found",868568,2017-06-16,California,Rialto,2800 block of W Birch St,1,0,34.0949,,-117.352,1.0
"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Bar/club incident - in or around establishment||Under the influence of alcohol or drugs (only applies to the subject/suspect/perpetrator )",872003,2017-06-17,California,San Diego,502 Horton Plaza,1,1,32.7141,Mad House Comedy Club,-117.164,1.0
"Shot - Dead (murder, accidental, suicide)||Officer Involved Incident||Officer Involved Shooting - subject/suspect/perpetrator killed||Under the influence of alcohol or drugs (only applies to the subject/suspect/perpetrator )",869588,2017-06-17,California,Montebello,7709 Telegraph Rd,1,0,33.9765,Quality Inn & Suites,-118.125,1.0
"Shot - Dead (murder, accidental, suicide)",871463,2017-06-17,California,Ontario,1220 E 6th St,1,0,34.0852,HK Food Store,-117.63,1.0
"Shot - Dead (murder, accidental, suicide)||Bar/club incident - in or around establishment",869257,2017-06-17,California,Concord,1907 Salvio St,1,0,37.9764,Nica Lounge,-122.037,1.0
"Shot - Dead (murder, accidental, suicide)||Bar/club incident - in or around establishment",872016,2017-06-18,California,San Francisco,1500 block of Folsom St and 11th St,1,0,37.7719,,-122.414,1.0
"Shot - Dead (murder, accidental, suicide)",876416,2017-06-18,California,Los Angeles,5700 block of Denker Ave,1,0,33.9906,Harvard Park,-118.304,1.0
"Shot - Dead (murder, accidental, suicide)||Institution/Group/Business",871246,2017-06-19,California,Ontario,1220 E 6th St,1,0,34.0852,HK Food Store,-117.63,1.0
"Shot - Dead (murder, accidental, suicide)||Murder/Suicide||Domestic Violence",871506,2017-06-19,California,Lancaster,6300 Starview Dr,2,0,34.6816,,-118.243,1.0
"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Institution/Group/Business||Gang involvement",871207,2017-06-19,California,Fresno,6340 N Figarden Dr,1,1,36.823,Auto Zone,-119.87,1.0
"Shot - Dead (murder, accidental, suicide)",871443,2017-06-20,California,Oakland,2800 block of Hannah St,1,0,37.8213,,-122.286,1.0
"Shot - Dead (murder, accidental, suicide)",871640,2017-06-20,California,Los Angeles,3400 block W Florence Ave,1,0,33.9746,Hyde Park community,-118.331,1.0
"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Drive-by (car to street, car to car)||Road rage",872030,2017-06-20,California,El Monte,Garvey Ave and Durfee Ave,1,1,34.0636,,-118.012,1.0
"Shot - Dead (murder, accidental, suicide)||Officer Involved Incident||Officer Involved Shooting - subject/suspect/perpetrator killed||Gang involvement||Car-jacking||BB/Pellet/Replica gun",871534,2017-06-20,California,South Gate,California Ave and Santa Ana St,1,0,33.9629,,-118.205,1.0
"Shot - Dead (murder, accidental, suicide)",871582,2017-06-20,California,Los Angeles,8105 S Avalon Blvd,1,0,33.9655,,-118.265,1.0
"Shot - Dead (murder, accidental, suicide)||Gang involvement",871663,2017-06-20,California,Palmdale,5500 block of Laurel Ave,1,0,34.554,,-118.031,1.0
"Shot - Dead (murder, accidental, suicide)||Home Invasion||Home Invasion - subject/suspect/perpetrator killed||Defensive Use||Defensive Use - Victim stops crime||Defensive Use - Crime occurs, victim shoots subject/suspect/perpetrator||Defensive Use - Stand Your Ground/Castle Doctrine established",873008,2017-06-21,California,Brentwood,200 block of Birch St,2,0,37.9315,,-121.691,2.0
"Shot - Dead (murder, accidental, suicide)||Gang involvement||Drug involvement",889327,2017-06-21,California,Atwater,Gurr Rd and Ave One,1,0,37.3424,,-120.559,1.0
"Shot - Dead (murder, accidental, suicide)||Officer Involved Incident||Officer Involved Shooting - subject/suspect/perpetrator killed",873884,2017-06-22,California,Los Angeles (Hollywood),7245 Hillside Ave,1,0,34.105,,-118.348,1.0
"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Accidental Shooting||Accidental/Negligent Discharge||Officer Involved Incident||Officer Involved Shooting - Officer shot||Officer Involved Shooting - Bystander killed||House party",873013,2017-06-22,California,Palmdale,38500 block of 10th St,1,1,34.5816,,-118.112,1.0
"Shot - Dead (murder, accidental, suicide)",882111,2017-06-22,California,San Francisco,Turk St,1,0,37.7813,,-122.426,1.0
"Shot - Dead (murder, accidental, suicide)||Accidental Shooting||Self-Inflicted (not suicide or suicide attempt - NO PERP)",876344,2017-06-23,California,Clovis,2995 Burl Ave,1,0,36.7973,Gettysburg Park,-119.676,1.0
"Shot - Dead (murder, accidental, suicide)",873901,2017-06-23,California,Los Angeles,12112 McKinley Ave,1,0,33.922,Willowbrook,-118.261,1.0
"Shot - Dead (murder, accidental, suicide)||ShotSpotter",876326,2017-06-23,California,Oakland,Seminary Ave and Foothill Blvd,1,0,37.7715,,-122.19,1.0
"Shot - Dead (murder, accidental, suicide)||Suicide^",877155,2017-06-23,California,Sacramento,7600 block of Pocket Rd,1,0,38.4817,Garcia Bend Park,-121.542,1.0
"Shot - Dead (murder, accidental, suicide)||Drive-by (car to street, car to car)",874924,2017-06-23,California,La Mirada,14100 Block of Mansa Dr,1,0,33.9069,,-118.031,1.0
"Shot - Dead (murder, accidental, suicide)||Drive-by (car to street, car to car)||Road rage||Gang involvement",876635,2017-06-23,California,Los Angeles,S Hooper Ave and E 92nd St,1,0,33.9533,,-118.254,1.0
"Shot - Dead (murder, accidental, suicide)||Suicide^||Murder/Suicide||Domestic Violence",875252,2017-06-24,California,San Gabriel,1300 block of Stevens Ave,2,0,34.0836,,-118.107,1.0
"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Officer Involved Incident||Officer Involved Shooting - subject/suspect/perpetrator surrender at standoff",874807,2017-06-24,California,National City,1000 block of East Eighth Street,2,2,32.6787,,-117.097,1.0
"Shot - Dead (murder, accidental, suicide)||Domestic Violence",876323,2017-06-24,California,Richmond,2000 block of Groom Dr,1,0,37.9745,,-122.337,1.0
"Shot - Dead (murder, accidental, suicide)||Drive-by (car to street, car to car)",875255,2017-06-24,California,San Diego,South 31st St and Martin Ave,1,0,32.6991,Logan Heights,-117.127,1.0
"Shot - Dead (murder, accidental, suicide)",877636,2017-06-24,California,Delano,1000 block of Lexington St,1,0,35.7697,,-119.242,1.0
"Shot - Dead (murder, accidental, suicide)||Gang involvement",876889,2017-06-24,California,Salinas,600 block of Roosevelt St,2,0,36.675,,-121.635,1.0
"Shot - Dead (murder, accidental, suicide)",877774,2017-06-24,California,Moreno Valley,Hemlock Ave and Orchid Ln,1,0,33.9427,,-117.229,1.0
"Shot - Dead (murder, accidental, suicide)||Drive-by (car to street, car to car)",875520,2017-06-25,California,Modesto,600 block of Thrasher Ave,1,0,37.631,,-120.97,1.0
"Shot - Dead (murder, accidental, suicide)",876337,2017-06-25,California,Mojave,L St and Shasta St,1,0,35.0503,,-118.17,1.0
"Shot - Dead (murder, accidental, suicide)",876192,2017-06-25,California,Riverside,7494 Indiana Ave,1,0,33.935,76 gas station,-117.404,1.0
"Shot - Dead (murder, accidental, suicide)||Suicide^||Murder/Suicide||Domestic Violence",876197,2017-06-25,California,Rio Linda,400 block of Q St,2,0,38.6984,,-121.457,1.0
"Shot - Dead (murder, accidental, suicide)",883311,2017-06-26,California,Stockton,1800 Block of W Martin Luther King Jr Blvd,2,0,37.9432,Seaport District,-121.262,1.0
"Shot - Dead (murder, accidental, suicide)",877642,2017-06-26,California,Delano,15th Pl and Albany St,1,0,35.7746,,-119.258,1.0
"Shot - Dead (murder, accidental, suicide)",876348,2017-06-26,California,Madera,701 N Granada Dr,1,0,36.9617,,-120.093,1.0
"Shot - Dead (murder, accidental, suicide)",877935,2017-06-27,California,South Gate,Rayo Ave and Firestone Pl,1,0,33.9515,,-118.179,1.0
"Shot - Dead (murder, accidental, suicide)||Institution/Group/Business||Bar/club incident - in or around establishment",876651,2017-06-27,California,Stockton,1800 W Charter Way,2,0,37.9323,Lupita’s Sport Bar,-121.313,1.0
"Shot - Dead (murder, accidental, suicide)",877755,2017-06-27,California,San Bernardino,1400 block of N Wall Ave,1,0,34.1253,,-117.281,1.0
"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Drive-by (car to street, car to car)",878484,2017-06-28,California,Sacramento,3700 block of 40th St,1,1,38.5412,Oak Park neighborhood,-121.461,1.0
"Shot - Dead (murder, accidental, suicide)||Suicide^||Officer Involved Incident||Officer Involved Shooting - subject/suspect/perpetrator killed||Officer Involved Shooting - subject/suspect/perpetrator suicide by cop||Gang involvement",878276,2017-06-28,California,Los Angeles,3rd and Witmer street,1,0,34.0591,,-118.263,1.0
"Shot - Dead (murder, accidental, suicide)",878703,2017-06-28,California,Pomona,1400 block of S Gibbs Ave,1,0,34.0462,,-117.748,1.0
"Shot - Dead (murder, accidental, suicide)",877930,2017-06-28,California,Stockton,8700 block of Cherbourg Way,1,0,38.0298,Valverde Park,-121.285,1.0
"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Suicide^||Attempted Murder/Suicide (one variable unsuccessful)",877776,2017-06-28,California,San Jose,1000 block of Creston Ln,1,1,37.3296,,-121.85,1.0
"Shot - Dead (murder, accidental, suicide)||Drive-by (car to street, car to car)",878700,2017-06-28,California,Fontana,Pine Ave and Pine Ct,1,0,34.0869,,-117.483,1.0
"Shot - Dead (murder, accidental, suicide)",878452,2017-06-29,California,Victorville,15500 block of Hesperia Rd,1,0,34.5325,,-117.294,1.0
"Shot - Dead (murder, accidental, suicide)||Officer Involved Incident||Officer Involved Shooting - subject/suspect/perpetrator killed||BB/Pellet/Replica gun",878622,2017-06-29,California,Burbank,1400 block of Broadway,1,0,34.1899,,-118.322,1.0
